x,y,theta,velocity
129.093109,294.313880,-2.920311,
128.897280,294.273483,-2.977880,
128.701412,294.233356,-2.959321,
128.503693,294.203380,-2.961833,
128.307517,294.164593,-2.935681,
128.111567,294.125681,-3.011029,
127.915598,294.087460,-2.848462,
127.719871,294.046901,-2.913289,
127.524567,294.003900,-2.941149,
127.328383,293.965253,-2.893235,
127.133258,293.921427,-2.905484,
126.937445,293.880963,-2.962148,
126.741249,293.842307,-2.909125,
126.545420,293.802764,-2.975096,
126.349503,293.763019,-2.893815,
126.153935,293.722104,-2.921807,
125.959063,293.677121,-2.918190,
125.763156,293.637289,-2.848462,
125.568517,293.591783,-2.951606,
125.372834,293.550583,-2.903796,
125.178534,293.503357,-2.917034,
124.982653,293.463020,-2.939059,
124.787360,293.420375,-2.970097,
124.591850,293.378411,-2.914846,
124.397335,293.332100,-2.899303,
124.202152,293.289288,-2.953165,
124.007634,293.242898,-2.916312,
123.813028,293.196776,-2.909882,
123.618756,293.149461,-2.900290,
123.424270,293.102844,-2.928424,
123.228538,293.061781,-2.945522,
123.033370,293.018417,-2.917906,
122.839597,292.969118,-2.899303,
122.645629,292.920428,-2.901827,
122.451546,292.872193,-2.917906,
122.256809,292.826828,-2.925006,
122.062458,292.779815,-2.913244,
121.868444,292.731301,-2.901827,
121.674359,292.683043,-2.885750,
121.480363,292.634482,-2.896103,
121.286356,292.585938,-2.871627,
121.092344,292.537418,-2.870661,
120.898230,292.489328,-2.893486,
120.703971,292.441784,-2.868873,
120.511676,292.387341,-2.863622,
120.318167,292.336884,-2.859053,
120.124421,292.287387,-2.883099,
119.930826,292.237182,-2.889873,
119.737266,292.186855,-2.877858,
119.544392,292.134289,-2.853031,
119.351364,292.082161,-2.860060,
119.157692,292.032372,-2.877993,
118.964151,291.981958,-2.889100,
118.772176,291.926253,-2.907660,
118.578786,291.875359,-2.884018,
118.385395,291.824368,-2.883482,
118.193159,291.769662,-2.917906,
118.000240,291.717294,-2.849711,
117.808515,291.660362,-2.854807,
117.615551,291.607782,-2.878361,
117.423248,291.552944,-2.846738,
117.230429,291.500190,-2.842848,
117.038468,291.444084,-2.875885,
116.845974,291.390240,-2.838815,
116.653373,291.336426,-2.879251,
116.461792,291.279308,-2.917906,
116.269958,291.223270,-2.838885,
116.078983,291.163871,-2.838885,
115.886337,291.110488,-2.821735,
115.695445,291.050859,-2.859594,
115.503145,290.995905,-2.872236,
115.312312,290.936147,-2.844550,
115.120867,290.878284,-2.857765,
114.928204,290.824930,-2.821735,
114.737189,290.765672,-2.846627,
114.545549,290.708511,-2.876319,
114.354152,290.651175,-2.813930,
114.164434,290.587885,-2.831285,
113.973380,290.528750,-2.850077,
113.781716,290.471614,-2.855204,
113.590608,290.412730,-2.821735,
113.400072,290.352207,-2.912639,
113.209084,290.293424,-2.816981,
113.019195,290.230642,-2.829289,
112.828803,290.169399,-2.834619,
112.638068,290.109233,-2.837986,
112.447940,290.047185,-2.821735,
112.257940,289.984737,-2.825662,
112.067850,289.922561,-2.823699,
111.878031,289.859565,-2.817404,
111.686612,289.801749,-2.794823,
111.498328,289.734305,-2.797625,
111.309360,289.668833,-2.821763,
111.119532,289.605862,-2.821735,
110.929830,289.542515,-2.814389,
110.740288,289.478688,-2.818049,
110.550513,289.415558,-2.821245,
110.360529,289.353062,-2.823731,
110.170572,289.290481,-2.821735,
109.981015,289.226703,-2.813051,
109.791726,289.162130,-2.813930,
109.603263,289.095229,-2.786737,
109.415459,289.026458,-2.791936,
109.227383,288.958452,-2.810409,
109.037642,288.895226,-2.821735,
108.848254,288.831001,-2.788576,
108.660828,288.761206,-2.787860,
108.473098,288.692234,-2.793017,
108.284189,288.626596,-2.821735,
108.094786,288.562503,-2.742939,
107.908123,288.490742,-2.796887,
107.719597,288.423978,-2.807174,
107.530898,288.357896,-2.730659,
107.343829,288.287511,-2.790568,
107.156115,288.218495,-2.792890,
106.968760,288.148529,-2.772392,
106.781904,288.077222,-2.776841,
106.593223,288.011021,-2.724200,
106.406002,287.941195,-2.778704,
106.219731,287.868383,-2.768298,
106.033317,287.795929,-2.773506,
105.846978,287.723576,-2.821735,
105.658775,287.655916,-2.791197,
105.472883,287.582250,-2.771441,
105.284420,287.515371,-2.771200,
105.098615,287.441386,-2.748876,
104.912498,287.368525,-2.821735,
104.727452,287.292724,-2.771738,
104.539719,287.223790,-2.782940,
104.354486,287.148430,-2.744161,
104.168304,287.075492,-2.738088,
103.982255,287.002214,-2.790904,
103.797126,286.926613,-2.777092,
103.609323,286.857846,-2.786249,
103.425315,286.779704,-2.732148,
103.239609,286.705578,-2.788857,
103.054437,286.630088,-2.777133,
102.868724,286.555965,-2.744057,
102.682559,286.482962,-2.743292,
102.496897,286.408691,-2.784657,
102.312846,286.330585,-2.747484,
102.127179,286.256434,-2.733474,
101.943426,286.178087,-2.725852,
101.759312,286.100017,-2.765880,
101.574591,286.023444,-2.772100,
101.389945,285.946663,-2.732681,
101.207311,285.865281,-2.761186,
101.021640,285.790943,-2.760465,
100.838112,285.711687,-2.643780,
100.653863,285.634395,-2.771660,
100.468699,285.558876,-2.734796,
100.285969,285.477858,-2.800512,
100.104082,285.395333,-2.713739,
99.921670,285.313330,-2.742398,
99.736879,285.236843,-2.740277,
99.553927,285.156143,-2.689902,
99.369216,285.079644,-2.741297,
99.186608,284.998182,-2.693379,
99.003138,284.919179,-2.726423,
98.820851,284.836903,-2.713137,
98.636485,284.759748,-2.759651,
98.456854,284.671903,-2.694523,
98.274591,284.589583,-2.724831,
98.090537,284.511346,-2.724200,
97.910124,284.425115,-2.720503,
97.726684,284.345465,-2.753048,
97.544529,284.263190,-2.651908,
97.363473,284.178488,-2.739345,
97.180000,284.098885,-2.727504,
96.997925,284.016138,-2.709495,
96.818945,283.927192,-2.723387,
96.635970,283.846843,-2.712846,
96.454371,283.763053,-2.693300,
96.273745,283.677188,-2.705798,
96.094377,283.588801,-2.656891,
95.911449,283.508653,-2.709439,
95.731973,283.420435,-2.679585,
95.552086,283.333035,-2.697397,
95.371388,283.247312,-2.699645,
95.190745,283.161478,-2.690424,
95.011860,283.072126,-2.705037,
94.829467,282.990969,-2.800512,
94.649669,282.903466,-2.670439,
94.470199,282.815244,-2.706397,
94.290615,282.727318,-2.705783,
94.112000,282.637453,-2.663358,
93.933629,282.546996,-2.676662,
93.754857,282.457326,-2.678218,
93.575813,282.368203,-2.685991,
93.396936,282.278785,-2.657009,
93.218089,282.189369,-2.661179,
93.039357,282.099651,-2.671138,
92.860134,282.010911,-2.691561,
92.680804,281.922456,-2.708319,
92.502290,281.832374,-2.691784,
92.323718,281.742326,-2.675797,
92.145089,281.652372,-2.677352,
91.966072,281.563194,-2.684887,
91.786983,281.474171,-2.690090,
91.608227,281.384598,-2.659600,
91.429625,281.294621,-2.669314,
91.250582,281.205518,-2.666583,
91.075959,281.108747,-2.592740,
90.898532,281.016614,-2.681960,
90.720518,280.925471,-2.654268,
90.543446,280.832491,-2.661122,
90.366430,280.739412,-2.672374,
90.191983,280.641775,-2.609005,
90.014427,280.549824,-2.700285,
89.835901,280.459715,-2.658327,
89.659214,280.366007,-2.645441,
89.483812,280.269923,-2.631114,
89.310720,280.169951,-2.713916,
89.132101,280.080265,-2.649305,
88.956680,279.984224,-2.630860,
88.782619,279.885722,-2.628068,
88.605016,279.793850,-2.678824,
88.432568,279.692956,-2.636423,
88.256626,279.597868,-2.637671,
88.079144,279.505862,-2.647649,
87.906649,279.404720,-2.623480,
87.731747,279.307751,-2.658898,
87.555893,279.212654,-2.608547,
87.382907,279.112289,-2.639468,
87.205754,279.019700,-2.722636,
87.031591,278.921467,-2.617410,
86.857654,278.822757,-2.640419,
86.684600,278.723003,-2.643780,
86.510938,278.624232,-2.630220,
86.336455,278.526489,-2.620298,
86.162910,278.427079,-2.622328,
85.991428,278.324278,-2.650504,
85.816575,278.227207,-2.606189,
85.645180,278.124139,-2.599234,
85.470074,278.027571,-2.677460,
85.296677,277.928242,-2.643780,
85.125651,277.824744,-2.624171,
84.951486,277.726427,-2.622256,
84.779052,277.625148,-2.580462,
84.607820,277.522180,-2.608807,
84.435907,277.420066,-2.589581,
84.264624,277.316830,-2.620119,
84.090863,277.218126,-2.553693,
83.918717,277.116485,-2.578075,
83.748402,277.011670,-2.617341,
83.576096,276.910158,-2.593085,
83.404643,276.807262,-2.643780,
83.235744,276.700263,-2.576874,
83.064236,276.597406,-2.611824,
82.893249,276.493725,-2.568115,
82.720786,276.392501,-2.600221,
82.548977,276.290402,-2.647085,
82.378060,276.186716,-2.576800,
82.209360,276.079291,-2.571905,
82.039475,275.974038,-2.637182,
81.870728,275.866758,-2.569211,
81.702452,275.758676,-2.582181,
81.531733,275.654667,-2.570851,
81.363136,275.547079,-2.573780,
81.191643,275.444414,-2.572763,
81.022956,275.336968,-2.572763,
80.853711,275.230585,-2.643780,
80.685207,275.122983,-2.566611,
80.517217,275.014451,-2.567475,
80.349501,274.905496,-2.562026,
80.179924,274.799657,-2.598132,
80.011710,274.691517,-2.562026,
79.844002,274.582549,-2.567475,
79.676130,274.473836,-2.571230,
79.505971,274.368989,-2.572289,
79.339327,274.258407,-2.551271,
79.173115,274.147170,-2.551439,
79.006278,274.036874,-2.561903,
78.839799,273.926038,-2.553419,
78.673610,273.814768,-2.552750,
78.507114,273.703961,-2.561414,
78.340286,273.593653,-2.552750,
78.170835,273.487607,-2.606149,
78.006762,273.373300,-2.514048,
77.841263,273.261082,-2.557117,
77.674965,273.149975,-2.550320,
77.508971,273.038414,-2.551512,
77.342621,272.927387,-2.563066,
77.176129,272.816573,-2.549706,
77.009911,272.705344,-2.552750,
76.843440,272.594498,-2.559729,
76.677368,272.483072,-2.528056,
76.515423,272.365918,-2.548027,
76.349715,272.253932,-2.541438,
76.184645,272.141009,-2.542051,
76.019201,272.028633,-2.548450,
75.856450,271.912636,-2.473720,
75.692030,271.798775,-2.534765,
75.527628,271.684881,-2.538862,
75.362190,271.572508,-2.513732,
75.199871,271.455810,-2.538659,
75.036670,271.340227,-2.511034,
74.873819,271.224225,-2.548450,
74.708895,271.111121,-2.500207,
74.548316,270.991899,-2.507724,
74.384522,270.877155,-2.533083,
74.220506,270.762707,-2.525605,
74.058052,270.646394,-2.542873,
73.896562,270.528445,-2.499476,
73.735827,270.409517,-2.469057,
73.572586,270.294137,-2.509269,
73.413393,270.173085,-2.511211,
73.251120,270.056185,-2.525202,
73.089743,269.938062,-2.495618,
72.926444,269.822766,-2.466732,
72.766110,269.703307,-2.497279,
72.606354,269.583057,-2.516733,
72.447290,269.461853,-2.534470,
72.287519,269.341624,-2.474403,
72.127469,269.221754,-2.477795,
71.966755,269.102778,-2.497279,
71.806755,268.982842,-2.512515,
71.647953,268.861293,-2.533310,
71.487848,268.741500,-2.479919,
71.327802,268.621630,-2.476854,
71.167252,268.502429,-2.494696,
71.007098,268.382699,-2.508954,
70.848285,268.261152,-2.503269,
70.687957,268.141652,-2.479570,
70.530552,268.018963,-2.572289,
70.372448,267.896508,-2.478014,
70.213431,267.775225,-2.501384,
70.054647,267.653640,-2.476854,
69.897735,267.530156,-2.525960,
69.738644,267.409056,-2.485970,
69.578900,267.288740,-2.510025,
69.422993,267.163960,-2.557099,
69.267426,267.038549,-2.487310,
69.112262,266.912484,-2.438883,
68.954459,266.789683,-2.481642,
68.797064,266.666289,-2.476571,
68.638646,266.544224,-2.495918,
68.481679,266.420715,-2.553785,
68.324881,266.297169,-2.425077,
68.171420,266.169071,-2.473462,
68.014588,266.044963,-2.460904,
67.861235,265.916653,-2.475186,
67.704512,265.792641,-2.432188,
67.550712,265.665133,-2.559116,
67.396893,265.537587,-2.469770,
67.239651,265.414006,-2.466664,
67.086263,265.285686,-2.457584,
66.932474,265.158460,-2.391975,
66.775854,265.034173,-2.449431,
66.624961,264.902941,-2.431141,
66.470178,264.776357,-2.490214,
66.318060,264.646930,-2.465502,
66.161128,264.522957,-2.464779,
66.006724,264.395854,-2.427070,
65.853198,264.268161,-2.503887,
65.700594,264.139548,-2.563014,
65.548879,264.009494,-2.412285,
65.399709,263.876281,-2.426400,
65.244379,263.750764,-2.407327,
65.094515,263.618335,-2.430730,
64.939662,263.492292,-2.392217,
64.790804,263.358726,-2.429150,
64.634680,263.234079,-2.429458,
64.486525,263.099738,-2.412285,
64.332871,262.972021,-2.558878,
64.183251,262.839640,-2.403132,
64.034331,262.706141,-2.414848,
63.880283,262.579162,-2.356894,
63.733632,262.443219,-2.426643,
63.580850,262.314199,-2.493286,
63.431406,262.181846,-2.389258,
63.281527,262.049472,-2.437931,
63.126630,261.922976,-2.460590,
62.983112,261.783794,-2.377986,
62.828515,261.657092,-2.427502,
62.679864,261.523304,-2.394500,
62.535219,261.385219,-2.356194,
62.381670,261.257339,-2.441549,
62.231605,261.125150,-2.399319,
62.087017,260.987017,-2.356194,
61.934459,260.858554,-2.421566,
61.789262,260.721040,-2.388963,
61.642956,260.584679,-2.388963,
61.497567,260.447348,-2.356194,
61.344550,260.319331,-2.356194,
61.200640,260.180471,-2.388661,
61.054458,260.043977,-2.391481,
60.908597,259.907140,-2.382380,
60.755322,259.779441,-2.425077,
60.613476,259.638476,-2.356194,
60.468737,259.500458,-2.383939,
60.323223,259.363252,-2.385993,
60.177942,259.225799,-2.379185,
60.025390,259.097169,-2.478051,
59.882420,258.957420,-2.356194,
59.740999,258.815999,-2.356194,
59.598963,258.675203,-2.373921,
59.453506,258.537944,-2.391007,
59.306229,258.402635,-2.400458,
59.157046,258.269437,-2.418741,
59.009522,258.134522,-2.356194,
58.868100,257.993100,-2.356194,
58.726679,257.851679,-2.356194,
58.585258,257.710258,-2.356194,
58.443836,257.568836,-2.356194,
58.302415,257.427415,-2.356194,
58.160994,257.285994,-2.356194,
58.019572,257.144572,-2.356194,
57.874548,257.006955,-2.452237,
57.724803,256.874529,-2.367697,
57.583246,256.733246,-2.356194,
57.441824,256.591824,-2.356194,
57.300403,256.450403,-2.356194,
57.158981,256.308981,-2.356194,
57.017560,256.167560,-2.356194,
56.876139,256.026139,-2.356194,
56.734717,255.884717,-2.356194,
56.593296,255.743296,-2.356194,
56.451875,255.601875,-2.356194,
56.310453,255.460453,-2.356194,
56.169241,255.318827,-2.338149,
56.037328,255.168605,-2.267494,
55.899123,255.024123,-2.356194,
55.757701,254.882701,-2.356194,
55.616280,254.741280,-2.356194,
55.474859,254.599859,-2.356194,
55.333437,254.458437,-2.356194,
55.192016,254.317016,-2.356194,
55.050595,254.175595,-2.356194,
54.909173,254.034173,-2.356194,
54.774477,253.886968,-2.140100,
54.642340,253.737090,-2.317994,
54.505198,253.591519,-2.329744,
54.367260,253.446698,-2.333261,
54.228079,253.303079,-2.356194,
54.086657,253.161657,-2.356194,
53.945236,253.020236,-2.356194,
53.817359,252.867020,-2.333633,
53.679572,252.722056,-2.329073,
53.542292,252.576611,-2.327114,
53.404689,252.431473,-2.333633,
53.264170,252.289170,-2.356194,
53.136070,252.136285,-2.285208,
52.997736,251.991869,-2.323133,
52.861385,251.845553,-2.320175,
52.724443,251.699791,-2.329668,
52.595824,251.547315,-2.274017,
52.457983,251.402439,-2.323133,
52.321617,251.256137,-2.320175,
52.184723,251.110330,-2.329668,
52.056947,250.957094,-2.349321,
51.917163,250.814085,-2.314161,
51.783419,250.665396,-2.294294,
51.657155,250.510377,-2.219114,
51.519946,250.364952,-2.319067,
51.384249,250.218029,-2.315295,
51.253541,250.066876,-2.168465,
51.119252,249.919252,-2.356194,
50.991600,249.765634,-2.264199,
50.859969,249.615088,-2.310670,
50.723680,249.468823,-2.260161,
50.596754,249.314274,-2.270375,
50.464396,249.164396,-2.356194,
50.333863,249.013610,-2.250259,
50.200985,248.864171,-2.300104,
50.066733,248.715933,-2.284961,
49.938321,248.562617,-2.258076,
49.809240,248.409872,-2.293477,
49.679434,248.258541,-2.215796,
49.545955,248.109959,-2.235387,
49.420856,247.953938,-2.260103,
49.291408,247.801491,-2.299569,
49.159186,247.651565,-2.213385,
49.031718,247.497877,-2.300104,
48.898314,247.348876,-2.283157,
48.770673,247.195581,-2.353719,
48.645142,247.039945,-2.230605,
48.514363,246.888898,-2.275602,
48.387565,246.734739,-2.290138,
48.260300,246.580486,-2.243990,
48.136623,246.423316,-2.247870,
48.005279,246.272672,-2.262460,
47.880803,246.116147,-2.229667,
47.749821,245.965237,-2.226086,
47.626031,245.808169,-2.258760,
47.501073,245.652359,-2.269749,
47.372381,245.499304,-2.232269,
47.247553,245.343300,-2.252158,
47.125606,245.184831,-2.278213,
46.994812,245.033574,-2.252487,
46.870022,244.877287,-2.239392,
46.745107,244.721111,-2.330468,
46.618072,244.567209,-2.273734,
46.493303,244.411251,-2.240022,
46.372092,244.252174,-2.222665,
46.247203,244.096002,-2.270455,
46.122766,243.939505,-2.201057,
46.001183,243.780759,-2.209158,
45.875290,243.625431,-2.281323,
45.750060,243.469862,-2.259641,
45.628081,243.311389,-2.214711,
45.505573,243.153313,-2.247147,
45.381632,242.996716,-2.145230,
45.261352,242.837041,-2.210983,
45.140825,242.677446,-2.230198,
45.018149,242.519488,-2.224524,
44.893689,242.363386,-2.201104,
44.773974,242.203249,-2.220904,
44.654312,242.043045,-2.231470,
44.534667,241.882831,-2.229279,
44.415283,241.722410,-2.209938,
44.293844,241.563522,-2.203924,
44.173772,241.403621,-2.217566,
44.053622,241.243823,-2.199693,
43.934496,241.083200,-2.227160,
43.816042,240.922084,-2.211969,
43.695826,240.762305,-2.195210,
43.575401,240.602655,-2.180963,
43.455563,240.442579,-2.230589,
43.335944,240.282332,-2.232453,
43.216460,240.122020,-2.215095,
43.099754,239.959768,-2.175429,
42.981337,239.798613,-2.210676,
42.862416,239.637817,-2.188107,
42.742406,239.477871,-2.231470,
42.626594,239.314909,-2.140100,
42.506349,239.155279,-2.255724,
42.391166,238.991839,-2.175633,
42.277157,238.827536,-2.201358,
42.157288,238.667442,-2.194890,
42.043571,238.502955,-2.140100,
41.925860,238.341378,-2.177391,
41.811645,238.177198,-2.180803,
41.693670,238.015722,-2.209462,
41.577540,237.852938,-2.163939,
41.463477,237.688758,-2.243332,
41.349412,237.524581,-2.169197,
41.236536,237.359478,-2.171049,
41.123685,237.194358,-2.169649,
41.007020,237.032022,-2.166359,
40.894604,236.866606,-2.173527,
40.780998,236.702004,-2.176662,
40.667447,236.537367,-2.162869,
40.550502,236.375286,-2.163939,
40.439942,236.208629,-2.157235,
40.329130,236.042133,-2.160226,
40.217783,235.875996,-2.160226,
40.107117,235.709404,-2.154233,
39.996652,235.542684,-2.159392,
39.885458,235.376443,-2.162571,
39.769887,235.213289,-2.193195,
39.657888,235.047614,-2.162816,
39.546237,234.881680,-2.162127,
39.434890,234.715542,-2.161385,
39.330461,234.545145,-2.155520,
39.219782,234.378561,-2.160226,
39.108438,234.212422,-2.159639,
38.997638,234.045919,-2.155955,
38.887254,233.879144,-2.158070,
38.776040,233.712917,-2.161304,
38.664876,233.546657,-2.154284,
38.554818,233.379667,-2.163939,
38.449232,233.209988,-2.149211,
38.340363,233.042216,-2.144375,
38.232183,232.873999,-2.145941,
38.123018,232.706460,-2.068609,
38.017297,232.536828,-2.142256,
37.909153,232.368588,-2.141946,
37.800984,232.200363,-2.140751,
37.695902,232.030354,-2.138424,
37.586425,231.863013,-2.104771,
37.484146,231.691145,-2.104771,
37.375665,231.523181,-2.163939,
37.273047,231.351559,-2.119858,
37.165923,231.182672,-2.132598,
37.059200,231.013526,-2.135105,
36.955347,230.842759,-2.145898,
36.847715,230.674191,-2.136439,
36.745028,230.502642,-2.089260,
36.642225,230.331159,-2.101487,
36.537664,230.160755,-2.068609,
36.432169,229.990900,-2.126384,
36.328832,229.819760,-2.077959,
36.226056,229.648221,-2.126511,
36.122105,229.477376,-2.087915,
36.019413,229.305892,-2.090135,
35.915762,229.134880,-2.138807,
35.815463,228.961909,-2.125245,
35.710238,228.791829,-2.115136,
35.612163,228.617674,-2.135941,
35.509321,228.446231,-2.092570,
35.405482,228.275327,-2.093177,
35.304147,228.102999,-2.163939,
35.200626,227.931986,-2.115101,
35.100944,227.758619,-2.081213,
35.002155,227.584822,-2.115551,
34.902315,227.411543,-2.084565,
34.804263,227.237332,-2.120225,
34.703299,227.064765,-2.039639,
34.603195,226.891743,-2.114122,
34.504445,226.717918,-1.989290,
34.406450,226.543680,-2.112341,
34.305873,226.370901,-2.019585,
34.205528,226.198146,-2.067733,
34.110173,226.022348,-2.076848,
34.009007,225.849897,-2.066475,
33.916370,225.672714,-2.074866,
33.818581,225.498264,-2.103981,
33.717936,225.325517,-2.060755,
33.622513,225.149752,-2.061822,
33.521646,224.977248,-2.063045,
33.430300,224.799465,-2.069742,
33.330529,224.626131,-2.090142,
33.233182,224.451439,-2.032069,
33.143474,224.272694,-2.021548,
33.047339,224.097331,-2.084334,
32.948734,223.923329,-2.090651,
32.855089,223.746726,-1.995471,
32.758017,223.572250,-2.090479,
32.662174,223.396728,-2.059222,
32.568637,223.219949,-2.055235,
32.477212,223.042096,-2.013603,
32.385171,222.864705,-2.150975,
32.288720,222.689711,-2.052446,
32.196429,222.512279,-2.046899,
32.104464,222.334678,-2.051930,
32.012583,222.157034,-2.050091,
31.922609,221.978418,-2.032206,
31.826265,221.803229,-2.109420,
31.732168,221.626893,-2.063045,
31.643411,221.447768,-2.017812,
31.554571,221.268594,-2.038637,
31.465086,221.089731,-2.038926,
31.374946,220.911198,-2.041981,
31.285089,220.732525,-2.044642,
31.195739,220.553609,-2.044474,
31.106702,220.374538,-2.025956,
31.016792,220.195896,-2.026077,
30.927747,220.016872,-1.987699,
30.838538,219.837949,-2.060188,
30.749576,219.658847,-2.026728,
30.660223,219.479920,-2.034006,
30.570287,219.301283,-2.036567,
30.480081,219.122782,-2.042903,
30.390573,218.943948,-2.043372,
30.302192,218.764550,-2.043554,
30.212533,218.585781,-2.027595,
30.122555,218.407187,-2.056550,
30.033262,218.228342,-2.010979,
29.953556,218.044964,-1.996914,
29.865525,217.865454,-2.053292,
29.777085,217.686085,-2.017357,
29.690732,217.505688,-2.017058,
29.604341,217.325309,-2.018016,
29.516698,217.145538,-2.048312,
29.432111,216.964457,-1.931653,
29.348114,216.783173,-2.005132,
29.260685,216.603435,-1.993358,
29.179237,216.420775,-1.982231,
29.099671,216.237286,-1.993434,
29.013805,216.056776,-2.033607,
28.927486,215.876375,-2.019815,
28.841599,215.695758,-2.009601,
28.762959,215.512134,-2.061969,
28.677480,215.331497,-1.946342,
28.599012,215.147567,-1.991177,
28.515466,214.965860,-2.008454,
28.430715,214.784881,-1.890654,
28.351450,214.601389,-1.999855,
28.268023,214.419622,-2.016634,
28.188716,214.236067,-1.959341,
28.108195,214.053000,-2.008825,
28.024639,213.871537,-1.890654,
27.944138,213.688575,-1.980965,
27.866454,213.504295,-1.951920,
27.786928,213.320806,-1.991881,
27.700638,213.140443,-1.986833,
27.622017,212.956851,-1.979145,
27.545567,212.772057,-1.949453,
27.465046,212.589124,-1.978660,
27.388976,212.404172,-1.949328,
27.308141,212.221353,-1.977254,
27.232520,212.036216,-1.947997,
27.156817,211.851221,-1.988907,
27.076107,211.668334,-1.970357,
27.001373,211.482825,-1.949321,
26.921396,211.299642,-1.981417,
26.844748,211.114932,-1.946204,
26.770065,210.929506,-1.905809,
26.689737,210.746474,-1.937179,
26.615699,210.560723,-1.969063,
26.542327,210.374700,-1.972532,
26.467018,210.189452,-1.931346,
26.390879,210.004548,-1.969791,
26.315436,209.819329,-1.949887,
26.238654,209.634676,-1.979777,
26.160218,209.450965,-1.904665,
26.091569,209.263203,-1.953075,
26.018266,209.077127,-1.927819,
25.946822,208.890340,-1.968568,
25.872477,208.704725,-1.935417,
25.796911,208.519581,-1.921485,
25.723503,208.333584,-1.974301,
25.650744,208.147326,-1.967720,
25.579289,207.960695,-1.890654,
25.507384,207.774212,-1.926793,
25.434712,207.587885,-1.936283,
25.365912,207.400105,-1.926917,
25.295780,207.212804,-1.930432,
25.221861,207.026991,-1.988189,
